pharmacological_action_name	pharmacological_action_ui	name	ui	entry_term_name	entry_term_ui
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Carduran Neo	T615182
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Carduran	T051614
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Zoxan	T615320
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Cardular	T615160
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Cardura	T051613
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Apo Doxazosin	T615159
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Apo-Doxazosin	T615159
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Alfamedin	T615158
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Uriduct	T615319
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Novo Doxazosin	T615316
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Novo-Doxazosin	T615316
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Doxazosin	T051611
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Doxazosin beta	T615172
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Doxazosina Pharmagenus	T615310
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Doxazosina Normon	T615309
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Doxamax	T615165
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Doxazosina Combino Pharm	T615307
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Doxazosina Cinfa	T615181
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Doxazosina Alter	T615180
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Doxazosin Wolff	T615179
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Doxazosin-Wolff	T615179
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Ratiopharm, Doxazosina	T615311
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Doxatensa	T615166
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	Doxazosina Geminis	T615308
Adrenergic alpha-1 Receptor Antagonists	D058668	Doxazosin	D017292	1 (4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-((2,3-dihydro-1,4-benzodioxin-2-yl)carbonyl)piperazine	T051612
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	Apo Labetalol	T579736
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	SCH 19927	T023194
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	SCH-19927	T023194
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	Presolol	T579738
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	Normodyne	T023198
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	Hydrochloride, Labetalol	T579735
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	Labetalol Hydrochloride	T579735
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	Trandate	T023197
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	ApoLabetalol	T579736
Adrenergic alpha-1 Receptor Antagonists	D058668	Prazosin	D011224	HCL, Prazosin	T766530
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	Apo-Labetalol	T579736
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	Albetol	T023199
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	Labetolol	T023196
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	Labetalol	T023195
Adrenergic alpha-1 Receptor Antagonists	D058668	Prazosin	D011224	Pratsiol	T033067
Adrenergic alpha-1 Receptor Antagonists	D058668	Indoramin	D007217	Wy21901	T021642
Adrenergic alpha-1 Receptor Antagonists	D058668	Indoramin	D007217	Wy 21901	T021642
Adrenergic alpha-1 Receptor Antagonists	D058668	Indoramin	D007217	Wy-21901	T021642
Adrenergic alpha-1 Receptor Antagonists	D058668	Indoramin	D007217	Indoramin	T021641
Adrenergic alpha-1 Receptor Antagonists	D058668	Prazosin	D011224	Prazosin	T033069
Adrenergic alpha-1 Receptor Antagonists	D058668	Prazosin	D011224	Furazosin	T033068
Adrenergic alpha-1 Receptor Antagonists	D058668	Prazosin	D011224	Prazosin Hydrochloride	T766529
Adrenergic alpha-1 Receptor Antagonists	D058668	Prazosin	D011224	Hydrochloride, Prazosin	T766529
Adrenergic alpha-1 Receptor Antagonists	D058668	Prazosin	D011224	Prazosin HCL	T766530
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	SCH19927	T023194
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	AH-5158	T023200
Adrenergic alpha-1 Receptor Antagonists	D058668	Prazosin	D011224	Minipress	T033070
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	Dilevalol	T023193
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	AH 5158	T023200
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	R,R-Labetalol	T766852
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	R,R Labetalol	T766852
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	AH5158	T023200
Adrenergic alpha-1 Receptor Antagonists	D058668	Labetalol	D007741	Labetalol, (R,R)-Isomer	T766856
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	M5041T	T008705
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Catapres	T008715
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Catapresan	T008717
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Catapressan	T008716
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	M-5041T	T008705
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Brimonidine Tartrate (1:1), (S-(R*,R*))-Isomer	T000875826
Adrenergic alpha-2 Receptor Agonists	D058647	Guanfacine	D016316	Guanfacine Monohydrochloride	T359656
Adrenergic alpha-2 Receptor Agonists	D058647	Guanfacine	D016316	Monohydrochloride, Guanfacine	T359656
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	Acetate, Guanabenz	T018639
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Clopheline	T008709
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	Guanabenz Acetate	T018639
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Clofelin	T008708
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Brimonidine Tartrate (1:1)	T000875825
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	M 5041T	T008705
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Dixarit	T008713
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	WY8678	T018640
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK 14,304-18	T095046
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Brimonidine Purite	T000875823
Adrenergic alpha-2 Receptor Agonists	D058647	Guanfacine	D016316	Estulic	T048671
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	Guanabenz	T018638
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	2,6-Dichlorobenzylideneaminoguanidine	T018637
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	2,6 Dichlorobenzylideneaminoguanidine	T018637
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK 14,308	T095050
Adrenergic alpha-2 Receptor Agonists	D058647	Guanfacine	D016316	BS100141	T048670
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Nu-Medopa	T614184
Adrenergic alpha-2 Receptor Agonists	D058647	Guanfacine	D016316	BS 100 141	T048670
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK-14,308	T095050
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK 14308	T095048
Adrenergic alpha-2 Receptor Agonists	D058647	Guanfacine	D016316	Lon798	T048672
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK14,30418	T095049
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK-14,304-18	T095049
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK 14,30418	T095046
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK 14,304 18	T095046
Adrenergic alpha-2 Receptor Agonists	D058647	Guanfacine	D016316	BS-100-141	T048670
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Nu Medopa	T614184
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Clofenil	T008701
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Klofenil	T008703
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	Wytensin	T018641
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	Wyeth-Ayerst of Guanabenz Acetate	T766841
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Hydrochloride, Clonidine	T008706
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Clonidine Hydrochloride	T008706
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Dihydrochloride, Clonidine	T360763
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Clonidine Dihydrochloride	T360763
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	Monoacetate, Guanabenz	T360427
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	Acetate Wyeth-Ayerst, Guanabenz	T766841
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	Wyeth Ayerst of Guanabenz Acetate	T766841
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	BR-750	T018636
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	BR 750	T018636
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	BR750	T018636
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	WY-8678	T018640
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	WY 8678	T018640
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	Guanabenz Acetate Wyeth-Ayerst	T766841
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Clonidine	T008702
Adrenergic alpha-2 Receptor Agonists	D058647	Guanabenz	D006143	Guanabenz Monoacetate	T360427
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Monohydrochloride, Clonidine	T360762
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Chlophazolin	T008714
Adrenergic alpha-2 Receptor Agonists	D058647	Guanfacine	D016316	Hydrochloride, Guanfacine	T048674
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Klofelin	T008707
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Isoglaucon	T008710
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Hemiton	T008711
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Gemiton	T008712
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Clonidine Monohydrochloride	T360762
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	ST155	T008704
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	ST 155	T008704
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	ST-155	T008704
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Monohydrobromide, Clonidine	T360761
Adrenergic alpha-2 Receptor Agonists	D058647	Clonidine	D003000	Clonidine Monohydrobromide	T360761
Adrenergic alpha-2 Receptor Agonists	D058647	Guanfacine	D016316	Tenex	T048673
Adrenergic alpha-2 Receptor Agonists	D058647	Guanfacine	D016316	Guanfacine	T048669
Adrenergic alpha-2 Receptor Agonists	D058647	Guanfacine	D016316	Guanfacine Hydrochloride	T048674
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Ratio Brimonidine	T000875829
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	AGN190342	T095044
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Tartrate, Brimonidine	T000875824
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Purite, Brimonidine	T000875823
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Sanrosa	T000876946
Adrenergic alpha-2 Receptor Agonists	D058647	Dexmedetomidine	D020927	MPV1440	T363552
Adrenergic alpha-2 Receptor Agonists	D058647	Dexmedetomidine	D020927	MPV 1440	T363552
Adrenergic alpha-2 Receptor Agonists	D058647	Dexmedetomidine	D020927	MPV-1440	T363552
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Alphagan	T463996
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Alphagan P	T000875820
Adrenergic alpha-2 Receptor Agonists	D058647	Dexmedetomidine	D020927	Precedex	T766549
Adrenergic alpha-2 Receptor Agonists	D058647	Dexmedetomidine	D020927	Dexmedetomidine	T170437
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	AGN 190342	T095043
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	190342, AGN	T095043
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	AGN-190342	T095044
Adrenergic alpha-2 Receptor Agonists	D058647	Xylazine	D014991	Xylazin	T043763
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Brimonidine	T000875818
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	5-bromo-6-(imidazolidinylideneamino)quinoxaline	T095041
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	5-bromo-6-(imidazolin-2-ylamino)quinoxaline	T095042
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Brimonidine Tartrate	T000875824
Adrenergic alpha-2 Receptor Agonists	D058647	Dexmedetomidine	D020927	Dexmedetomidine Hydrochloride	T363551
Adrenergic alpha-2 Receptor Agonists	D058647	Dexmedetomidine	D020927	Hydrochloride, Dexmedetomidine	T363551
Adrenergic alpha-2 Receptor Agonists	D058647	Xylazine	D014991	Rompun	T043760
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Dopegit	T026073
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Dopergit	T026070
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Dopegyt	T026074
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Methyldopate	T026075
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Meldopa	T614182
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Alphamethyldopa	T026069
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	alpha Methyldopa	T026072
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	alpha-Methyldopa	T026072
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	alpha Methyl L Dopa	T026068
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	alpha-Methyl-L-Dopa	T026068
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Methyldopa	T026071
Adrenergic alpha-2 Receptor Agonists	D058647	Xylazine	D014991	Xylazine Monohydrochloride	T359684
Adrenergic alpha-2 Receptor Agonists	D058647	Xylazine	D014991	Xylazine Hydrochloride	T359685
Adrenergic alpha-2 Receptor Agonists	D058647	Xylazine	D014991	BAYVa 1470	T043764
Adrenergic alpha-2 Receptor Agonists	D058647	Xylazine	D014991	BAY Va 1470	T043764
Adrenergic alpha-2 Receptor Agonists	D058647	Xylazine	D014991	BAY-Va 1470	T043764
Adrenergic alpha-2 Receptor Agonists	D058647	Xylazine	D014991	Xylazine Phosphate (1:1)	T359686
Adrenergic alpha-2 Receptor Agonists	D058647	Xylazine	D014991	Xylazine	T043761
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate, Timolol Maleate Drug Combination	D000068599	Combigan	T000876458
Adrenergic alpha-2 Receptor Agonists	D058647	Xylazine	D014991	Xylaxine	T043762
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate, Timolol Maleate Drug Combination	D000068599	Brimonidine Tartrate-Timolol Maleate Drug Combination	T000876729
Adrenergic alpha-2 Receptor Agonists	D058647	Medetomidine	D020926	Levomedetomidine	T170438
Adrenergic alpha-2 Receptor Agonists	D058647	Medetomidine	D020926	Medetomidine	T170439
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK 14,304	T095045
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Hydopa	T614180
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Aldomet	T026076
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK-14304	T095051
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate, Timolol Maleate Drug Combination	D000068599	Brimonidine Tartrate-Timolol Maleate	T000876730
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate, Timolol Maleate Drug Combination	D000068599	Brimonidine Tartrate, Timolol Maleate Drug Combination	T000876462
Adrenergic alpha-2 Receptor Agonists	D058647	Medetomidine	D020926	MPV-785	T365486
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Sembrina	T614186
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Apo-Methyldopa	T614176
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Apo Methyldopa	T614176
Adrenergic alpha-2 Receptor Agonists	D058647	Methyldopa	D008750	Dopamet	T614178
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Ratio-Brimonidine	T000875829
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate, Timolol Maleate Drug Combination	D000068599	Brimonidine Tartrate Timolol Maleate Drug Combination	T000876729
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK14,308	T095050
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Brimonidine Tartrate, (R-(R*,R*))-Isomer	T000875827
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Mirvaso	T000875828
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	Bromoxidine	T000875819
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK 14304	T095047
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	UK14304	T095051
Adrenergic alpha-2 Receptor Agonists	D058647	Medetomidine	D020926	MPV785	T365486
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate, Timolol Maleate Drug Combination	D000068599	Brimonidine Tartrate Timolol Maleate	T000876730
Adrenergic alpha-2 Receptor Agonists	D058647	Medetomidine	D020926	Medetomidine Hydrochloride	T365485
Adrenergic alpha-2 Receptor Agonists	D058647	Medetomidine	D020926	Hydrochloride, Medetomidine	T365485
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate, Timolol Maleate Drug Combination	D000068599	Maleate, Brimonidine Tartrate-Timolol	T000876730
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate, Timolol Maleate Drug Combination	D000068599	Tartrate-Timolol Maleate, Brimonidine	T000876730
Adrenergic alpha-2 Receptor Agonists	D058647	Brimonidine Tartrate	D000068438	5-Bromo-6-(2-imidazolin-2-ylamino)quinoxaline D-tartrate	T000876771
Adrenergic alpha-2 Receptor Agonists	D058647	Medetomidine	D020926	MPV 785	T365486
Adrenergic alpha-2 Receptor Antagonists	D058669	Idazoxan	D019329	RX781094	T057616
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Yohimbin Spiegel	T620698
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Yohimbine Houdé	T620700
Adrenergic alpha-2 Receptor Antagonists	D058669	Idazoxan	D019329	Idazoxan Hydrochloride	T766538
Adrenergic alpha-2 Receptor Antagonists	D058669	Idazoxan	D019329	Idazoxan	T057615
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Corynanthine	T043810
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Yohimbine Hydrochloride	T620687
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Hydrochloride, Yohimbine	T620687
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Aphrodyne	T620688
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Hydrochloride, Aphrodine	T766536
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Yohimex	T043813
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Rauhimbine	T766537
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Yocon	T043812
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Tartrate, Corynanthine	T043809
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Corynanthine Tartrate	T043809
Adrenergic alpha-2 Receptor Antagonists	D058669	Idazoxan	D019329	RX-781094	T057616
Adrenergic alpha-2 Receptor Antagonists	D058669	Yohimbine	D015016	Aphrodine Hydrochloride	T766536
Adrenergic alpha-2 Receptor Antagonists	D058669	Idazoxan	D019329	RX 781094	T057616
